Boardgame Players Assocition,,,,,,,,,,,,,,,,,,,
2018 WBC Schedule,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Schedule by Game,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Date,Day,Day Code,Time,Event Code,Event,Type,Round/Heat,Prize Level,Class,Format,Style,Duration,Location,GM,Category,,,,
7/26/18,Thursday,Th,21,TAC,Transatlantic,Tournament,H1/2,1,B,HMWG,Scheduled,2,Grand Ballroom,"Ledger, Chuck",Vendor,,,,
7/27/18,Friday,Fr,12,TAC,Transatlantic,Tournament,H2/2,1,B,HMWG,Scheduled,2,Grand Ballroom,"Ledger, Chuck",Vendor,,,,
7/27/18,Friday,Fr,15,TAC,Transatlantic,Tournament,SF,1,B,HMWG,Scheduled,2,Alpine,"Ledger, Chuck",Vendor,,,,
7/27/18,Friday,Fr,17,TAC,Transatlantic,Tournament,F,1,B,HMWG,Scheduled,2,Alpine,"Ledger, Chuck",Vendor,,,,
7/22/18,First Sunday,FSu,17,TWS,Twilight Struggle,Tournament,D1/1,--,--,--,--,1,Annex 2,"Young, George",Century,,,,
7/23/18,Monday,Mo,9,TWS,Twilight Struggle,Tournament,R1/5,5,B,SW,Continuous,3,Maple,"Young, George",Century,,,,
7/23/18,Monday,Mo,12,TWS,Twilight Struggle,Tournament,R2/5,5,B,SW,Continuous,3,Maple,"Young, George",Century,,,,
7/23/18,Monday,Mo,15,TWS,Twilight Struggle,Tournament,R3/5,5,B,SW,Continuous,3,Maple,"Young, George",Century,,,,
7/23/18,Monday,Mo,18,TWS,Twilight Struggle,Tournament,R4/5,5,B,SW,Continuous,3,Maple,"Young, George",Century,,,,
7/23/18,Monday,Mo,21,TWS,Twilight Struggle,Tournament,R5/5,5,B,SW,Continuous,3,Maple,"Young, George",Century,,,,
7/25/18,Wednesday,We,10,TYX,Tyranno Ex,Tournament,D1/1,--,--,--,--,1,Annex 3,"DeMarco, Tom",Trial,,,,
7/25/18,Wednesday,We,17,TYX,Tyranno Ex,Tournament,H1/2,1,B,HMW,Scheduled,3,Seasons,"DeMarco, Tom",Trial,,,,
7/27/18,Friday,Fr,19,TYX,Tyranno Ex,Tournament,H2/2,1,B,HMW,Scheduled,3,Seasons,"DeMarco, Tom",Trial,,,,
7/28/18,Saturday,Sa,10,TYX,Tyranno Ex,Tournament,SF,1,B,HMW,Scheduled,3,Seasons,"DeMarco, Tom",Trial,,,,
7/28/18,Saturday,Sa,13,TYX,Tyranno Ex,Tournament,F,1,B,HMW,Scheduled,3,Laurel,"DeMarco, Tom",Trial,,,,
7/21/18,First Saturday,FSa,18,UNP,Union Pacific,Tournament,D1/1,--,--,--,--,1,Annex 1,"Shambeda, Steve",Century,,,,
7/22/18,First Sunday,FSu,9,UNP,Union Pacific,Tournament,R1/3,3,B,SwEl,Continuous,2,Wintergreen,"Shambeda, Steve",Century,,,,
7/22/18,First Sunday,FSu,11,UNP,Union Pacific,Tournament,R2/3,3,B,SwEl,Continuous,2,Wintergreen,"Shambeda, Steve",Century,,,,
7/22/18,First Sunday,FSu,13,UNP,Union Pacific,Tournament,R3/3,3,B,SwEl,Continuous,2,Wintergreen,"Shambeda, Steve",Century,,,,
7/22/18,First Sunday,FSu,15,UNP,Union Pacific,Tournament,SF,3,B,SwEl,Continuous,2,Wintergreen,"Shambeda, Steve",Century,,,,
7/22/18,First Sunday,FSu,17,UNP,Union Pacific,Tournament,F,3,B,SwEl,Continuous,2,Wintergreen,"Shambeda, Steve",Century,,,,
7/26/18,Thursday,Th,9,UPF,Up Front,Tournament,R1/5,4,A,SwEl,Continuous,2,Foggy Goggle Front,"Burnett, Jim",Century,,,,
7/26/18,Thursday,Th,11,UPF,Up Front,Tournament,R2/5,4,A,SwEl,Continuous,2,Foggy Goggle Front,"Burnett, Jim",Century,,,,
7/26/18,Thursday,Th,13,UPF,Up Front,Tournament,R3/5,4,A,SwEl,Continuous,2,Foggy Goggle Front,"Burnett, Jim",Century,,,,
7/26/18,Thursday,Th,15,UPF,Up Front,Tournament,R4/5,4,A,SwEl,Continuous,2,Foggy Goggle Front,"Burnett, Jim",Century,,,,
7/26/18,Thursday,Th,17,UPF,Up Front,Tournament,R5/5,4,A,SwEl,Continuous,2,Foggy Goggle Front,"Burnett, Jim",Century,,,,
7/26/18,Thursday,Th,19,UPF,Up Front,Tournament,QF,4,A,SwEl,Continuous,2,Foggy Goggle Front,"Burnett, Jim",Century,,,,
7/26/18,Thursday,Th,21,UPF,Up Front,Tournament,SF,4,A,SwEl,Continuous,2,Foggy Goggle Front,"Burnett, Jim",Century,,,,
7/26/18,Thursday,Th,23,UPF,Up Front,Tournament,F,4,A,SwEl,Continuous,2,Foggy Goggle Front,"Burnett, Jim",Century,,,,
7/22/18,First Sunday,FSu,17,VSD,Vegas Showdown,Tournament,D1/1,--,--,--,--,1,Annex 4,"Freeman, Eric",Century,,,,
7/22/18,First Sunday,FSu,20,VSD,Vegas Showdown,Tournament,H1/3,4,B,HMWG,Scheduled,2,Grand Ballroom,"Freeman, Eric",Century,,,,
7/23/18,Monday,Mo,19,VSD,Vegas Showdown,Tournament,H2/3,4,B,HMWG,Scheduled,2,Seasons,"Freeman, Eric",Century,,,,
7/25/18,Wednesday,We,9,VSD,Vegas Showdown,Tournament,H3/3,4,B,HMWG,Scheduled,2,Alpine,"Freeman, Eric",Century,,,,
7/26/18,Thursday,Th,9,VSD,Vegas Showdown,Tournament,SF,4,B,HMWG,Scheduled,2,Alpine,"Freeman, Eric",Century,,,,
7/27/18,Friday,Fr,9,VSD,Vegas Showdown,Tournament,F,4,B,HMWG,Scheduled,2,Laurel,"Freeman, Eric",Century,,,,
7/21/18,First Saturday,FSa,18,VIP,Victory in the Pacific,Tournament,D1/1,--,--,--,--,1,Annex 3,"Sharp, John",Century,,,,
7/22/18,First Sunday,FSu,9,VIP,Victory in the Pacific,Tournament,R1/5,6,B,SwEl,Continuous,5,First Tracks Poolside,"Sharp, John",Century,,,,
7/22/18,First Sunday,FSu,14,VIP,Victory in the Pacific,Tournament,R2/5,6,B,SwEl,Continuous,5,First Tracks Poolside,"Sharp, John",Century,,,,
7/22/18,First Sunday,FSu,19,VIP,Victory in the Pacific,Tournament,R3/5,6,B,SwEl,Continuous,5,First Tracks Poolside,"Sharp, John",Century,,,,
7/23/18,Monday,Mo,9,VIP,Victory in the Pacific,Tournament,R4/5,6,B,SwEl,Continuous,5,First Tracks Poolside,"Sharp, John",Century,,,,
7/23/18,Monday,Mo,14,VIP,Victory in the Pacific,Tournament,R5/5,6,B,SwEl,Continuous,5,First Tracks Poolside,"Sharp, John",Century,,,,
7/23/18,Monday,Mo,19,VIP,Victory in the Pacific,Tournament,SF,6,B,SwEl,Continuous,5,First Tracks Poolside,"Sharp, John",Century,,,,
7/24/18,Tuesday,Tu,9,VIP,Victory in the Pacific,Tournament,F,6,B,SwEl,Continuous,5,Laurel,"Sharp, John",Century,,,,
7/22/18,First Sunday,FSu,10,VGQ,Virgin Queen,Tournament,D1/1,--,--,--,--,1,Annex 6,"Beach, Ed",Century,,,,
7/22/18,First Sunday,FSu,12,VGQ,Virgin Queen,Tournament,H1/2,5,B,HMWG,Scheduled,5,Rathskeller,"Beach, Ed",Century,,,,
7/22/18,First Sunday,FSu,18,VGQ,Virgin Queen,Tournament,H2/2,5,B,HMWG,Scheduled,5,Rathskeller,"Beach, Ed",Century,,,,
7/23/18,Monday,Mo,9,VGQ,Virgin Queen,Tournament,SF,5,B,HMWG,Scheduled,5,Rathskeller,"Beach, Ed",Century,,,,
7/23/18,Monday,Mo,18,VGQ,Virgin Queen,Tournament,F,5,B,HMWG,Scheduled,5,Laurel,"Beach, Ed",Century,,,,
7/26/18,Thursday,Th,9,WAS,War at Sea,Tournament,R1/5,4,A,SwEl,Continuous,2,Maple,"Meconi, Vince",Century,,,,
7/26/18,Thursday,Th,11,WAS,War at Sea,Tournament,R2/5,4,A,SwEl,Continuous,2,Maple,"Meconi, Vince",Century,,,,
7/26/18,Thursday,Th,13,WAS,War at Sea,Tournament,R3/5,4,A,SwEl,Continuous,2,Maple,"Meconi, Vince",Century,,,,
7/26/18,Thursday,Th,15,WAS,War at Sea,Tournament,R4/5,4,A,SwEl,Continuous,2,Maple,"Meconi, Vince",Century,,,,
7/26/18,Thursday,Th,17,WAS,War at Sea,Tournament,R5/5,4,A,SwEl,Continuous,2,Maple,"Meconi, Vince",Century,,,,
7/26/18,Thursday,Th,19,WAS,War at Sea,Tournament,QF,4,A,SwEl,Continuous,2,Maple,"Meconi, Vince",Century,,,,
7/26/18,Thursday,Th,21,WAS,War at Sea,Tournament,SF,4,A,SwEl,Continuous,2,Maple,"Meconi, Vince",Century,,,,
7/26/18,Thursday,Th,23,WAS,War at Sea,Tournament,F,4,A,SwEl,Continuous,2,Maple,"Meconi, Vince",Century,,,,
7/25/18,Wednesday,We,17,WOR,War of the Ring,Tournament,D1/1,--,--,--,--,2,Annex 3,"Wojtaszczyk, Kevin",Century,,,,
7/22/18,First Sunday,FSu,18,WOR,War of the Ring,Tournament,R1M,4,B,SEM,Continuous,4,First Tracks Center,"Wojtaszczyk, Kevin",Century,,,,
7/27/18,Friday,Fr,19,WOR,War of the Ring,Tournament,R1/6,4,B,SEM,Continuous,4,Foggy Goggle Rear,"Wojtaszczyk, Kevin",Century,,,,
7/28/18,Saturday,Sa,9,WOR,War of the Ring,Tournament,R2/6,4,B,SEM,Continuous,4,Foggy Goggle Rear,"Wojtaszczyk, Kevin",Century,,,,
7/28/18,Saturday,Sa,13,WOR,War of the Ring,Tournament,R3/6,4,B,SEM,Continuous,4,Foggy Goggle Rear,"Wojtaszczyk, Kevin",Century,,,,
7/28/18,Saturday,Sa,17,WOR,War of the Ring,Tournament,R4/6,4,B,SEM,Continuous,4,Foggy Goggle Rear,"Wojtaszczyk, Kevin",Century,,,,
7/28/18,Saturday,Sa,21,WOR,War of the Ring,Tournament,SF,4,B,SEM,Continuous,4,Foggy Goggle Rear,"Wojtaszczyk, Kevin",Century,,,,
7/29/18,Sunday,Su,9,WOR,War of the Ring,Tournament,F,4,B,SEM,Continuous,4,Wintergreen,"Wojtaszczyk, Kevin",Century,,,,
7/28/18,Saturday,Sa,9,WWR,Washington's War,Tournament,R1/4,4,A,SwEl,Continuous,2,Festival,"Wixson, Keith",Century,,,,
7/28/18,Saturday,Sa,11,WWR,Washington's War,Tournament,R2/4,4,A,SwEl,Continuous,2,Festival,"Wixson, Keith",Century,,,,
7/28/18,Saturday,Sa,13,WWR,Washington's War,Tournament,R3/4,4,A,SwEl,Continuous,2,Festival,"Wixson, Keith",Century,,,,
7/28/18,Saturday,Sa,15,WWR,Washington's War,Tournament,R4/4,4,A,SwEl,Continuous,2,Festival,"Wixson, Keith",Century,,,,
7/28/18,Saturday,Sa,17,WWR,Washington's War,Tournament,QF,4,A,SwEl,Continuous,2,Festival,"Wixson, Keith",Century,,,,
7/28/18,Saturday,Sa,19,WWR,Washington's War,Tournament,SF,4,A,SwEl,Continuous,2,Festival,"Wixson, Keith",Century,,,,
7/28/18,Saturday,Sa,21,WWR,Washington's War,Tournament,F,4,A,SwEl,Continuous,2,Festival,"Wixson, Keith",Century,,,,
7/22/18,First Sunday,FSu,14,WAT,Waterloo,Tournament,R1/5,4,A,SwEl,Free Form,8,Festival,"Musella, Marty",Century,,,,
7/23/18,Monday,Mo,9,WAT,Waterloo,Tournament,R2/5,4,A,SwEl,Free Form,8,Festival,"Musella, Marty",Century,,,,
7/24/18,Tuesday,Tu,9,WAT,Waterloo,Tournament,R3/5,4,A,SwEl,Free Form,8,Festival,"Musella, Marty",Century,,,,
7/25/18,Wednesday,We,9,WAT,Waterloo,Tournament,R4/5,4,A,SwEl,Free Form,8,Festival,"Musella, Marty",Century,,,,
7/26/18,Thursday,Th,9,WAT,Waterloo,Tournament,R5/5,4,A,SwEl,Free Form,8,Festival,"Musella, Marty",Century,,,,
7/27/18,Friday,Fr,9,WAT,Waterloo,Tournament,SF,4,A,SwEl,Free Form,8,Festival,"Musella, Marty",Century,,,,
7/28/18,Saturday,Sa,9,WAT,Waterloo,Tournament,F,4,A,SwEl,Free Form,8,Festival,"Musella, Marty",Century,,,,
7/24/18,Tuesday,Tu,19,WNW,Wilderness War,Tournament,R1M,3,A,SEM,Continuous,4,Maple,"Wixson, Keith",Century,,,,
7/25/18,Wednesday,We,9,WNW,Wilderness War,Tournament,R1/5,3,A,SEM,Continuous,4,Maple,"Wixson, Keith",Century,,,,
7/25/18,Wednesday,We,13,WNW,Wilderness War,Tournament,R2/5,3,A,SEM,Continuous,4,Maple,"Wixson, Keith",Century,,,,
7/25/18,Wednesday,We,17,WNW,Wilderness War,Tournament,R3/5,3,A,SEM,Continuous,4,Maple,"Wixson, Keith",Century,,,,
7/25/18,Wednesday,We,21,WNW,Wilderness War,Tournament,SF,3,A,SEM,Continuous,4,Maple,"Wixson, Keith",Century,,,,
7/29/18,Sunday,Su,9,WNW,Wilderness War,Tournament,F,3,A,SEM,Continuous,4,Wintergreen,"Wixson, Keith",Century,,,,
7/24/18,Tuesday,Tu,22,WPS,"Win, Place, & Show",Tournament,D1/1,--,--,--,--,1,Annex 3,"Burnett, Jim",Trial,,,,
7/22/18,First Sunday,FSu,21,WPS,"Win, Place, & Show",Tournament,H1/4,1,B,HWO,Scheduled,3,Wintergreen,"Burnett, Jim",Trial,,,,
7/24/18,Tuesday,Tu,23,WPS,"Win, Place, & Show",Tournament,H2/4,1,B,HWO,Scheduled,3,Seasons,"Burnett, Jim",Trial,,,,
7/27/18,Friday,Fr,9,WPS,"Win, Place, & Show",Tournament,H3/4,1,B,HWO,Scheduled,3,Foggy Goggle Front,"Burnett, Jim",Trial,,,,
7/28/18,Saturday,Sa,16,WPS,"Win, Place, & Show",Tournament,H4/4,1,B,HWO,Scheduled,3,Foggy Goggle Front,"Burnett, Jim",Trial,,,,
7/28/18,Saturday,Sa,19,WPS,"Win, Place, & Show",Tournament,F,1,B,HWO,Scheduled,3,Foggy Goggle Front,"Burnett, Jim",Trial,,,,
7/23/18,Monday,Mo,18,WSM,Wooden Ships & Iron Men,Tournament,D1/1,--,--,--,--,1,Annex 4,"Hitchings, Tim",Century,,,,
7/21/18,First Saturday,FSa,10,WSM,Wooden Ships & Iron Men,Tournament,R1/8,3,B,SwEl,Free Form,3,Festival,"Hitchings, Tim",Century,,,,
7/22/18,First Sunday,FSu,9,WSM,Wooden Ships & Iron Men,Tournament,R2/8,3,B,SwEl,Free Form,3,Festival,"Hitchings, Tim",Century,,,,
7/23/18,Monday,Mo,9,WSM,Wooden Ships & Iron Men,Tournament,R3/8,3,B,SwEl,Free Form,3,Festival,"Hitchings, Tim",Century,,,,
7/24/18,Tuesday,Tu,9,WSM,Wooden Ships & Iron Men,Tournament,R4/8,3,B,SwEl,Free Form,3,Festival,"Hitchings, Tim",Century,,,,
7/25/18,Wednesday,We,9,WSM,Wooden Ships & Iron Men,Tournament,R5/8,3,B,SwEl,Free Form,3,Festival,"Hitchings, Tim",Century,,,,
7/26/18,Thursday,Th,9,WSM,Wooden Ships & Iron Men,Tournament,R6/8,3,B,SwEl,Free Form,3,Festival,"Hitchings, Tim",Century,,,,
7/27/18,Friday,Fr,9,WSM,Wooden Ships & Iron Men,Tournament,R7/8,3,B,SwEl,Free Form,3,Festival,"Hitchings, Tim",Century,,,,
7/28/18,Saturday,Sa,9,WSM,Wooden Ships & Iron Men - Fleet Action,Tournament,R8/8,3,B,SwEl,Free Form,3,Festival,"Hitchings, Tim",Century,,,,
7/28/18,Saturday,Sa,16,WSM,Wooden Ships & Iron Men,Tournament,SF,3,B,SwEl,Free Form,3,Festival,"Hitchings, Tim",Century,,,,
7/28/18,Saturday,Sa,18,WSM,Wooden Ships & Iron Men,Tournament,F,3,B,SwEl,Free Form,3,Festival,"Hitchings, Tim",Century,,,,
7/22/18,First Sunday,FSu,13,WAW,A World at War,Tournament,D1/1,--,--,--,--,2,Dogwood,"Sparks, Jim",Century,,,,
7/23/18,Monday,Mo,10,WAW,A World at War,Tournament,R1/6,6,A,SE,Continuous,12,Festival,"Sparks, Jim",Century,,,,
7/24/18,Tuesday,Tu,10,WAW,A World at War,Tournament,R2/6,6,A,SE,Continuous,12,Festival,"Sparks, Jim",Century,,,,
7/25/18,Wednesday,We,10,WAW,A World at War,Tournament,R3/6,6,A,SE,Continuous,12,Festival,"Sparks, Jim",Century,,,,
7/26/18,Thursday,Th,10,WAW,A World at War,Tournament,R4/6,6,A,SE,Continuous,12,Festival,"Sparks, Jim",Century,,,,
7/27/18,Friday,Fr,10,WAW,A World at War,Tournament,R5/6,6,A,SE,Continuous,12,Festival,"Sparks, Jim",Century,,,,
7/28/18,Saturday,Sa,10,WAW,A World at War,Tournament,F,6,A,SE,Continuous,12,Festival,"Sparks, Jim",Century,,,,
7/23/18,Monday,Mo,9,,The Fifth Column: Politcal Intrigue in the Spanish Civil War,Demo,--,--,--,Demo,--,2,Annex 7,"Tucker, Stuart",--,,,,
7/23/18,Monday,Mo,18,,Metacheckers: Soccer,Demo,--,--,--,Demo,--,2,Annex 1,"Bond, Ed",--,,,,
7/24/18,Tuesday,Tu,9,,Mega Civilization,Demo,--,--,--,Demo,--,12,Director's One,"Barhorst, Nathan",--,,,,
7/24/18,Tuesday,Tu,11,,Advanced Jutland,Demo,--,--,--,Demo,--,4,Festival,"Doughan, Joseph",--,,,,
7/24/18,Tuesday,Tu,14,,Gathering Storm,Demo,--,--,--,Demo,--,6,Festival,"Harper, Laura",--,,,,
7/25/18,Wednesday,We,10,,Belleau Wood,Demo,--,--,--,Demo,--,2,Annex 6,"Poniske, John",--,,,,
7/25/18,Wednesday,We,14,,Berlin Airlift,Demo,--,--,--,Demo,--,2,Annex 6,"Poniske, John",--,,,,
7/25/18,Wednesday,We,21,,Pacific Fury: Guadalcanal,Demo,--,--,--,Demo,--,1,Annex 1,"Freeman, Ray",--,,,,
7/25/18,Wednesday,We,21,,The Fifth Column: Politcal Intrigue in the Spanish Civil War,Demo,--,--,--,Demo,--,2,Annex 7,"Tucker, Stuart",--,,,,
7/26/18,Thursday,Th,10,,Maori Wars,Demo,--,--,--,Demo,--,2,Annex 6,"Poniske, John",--,,,,
7/26/18,Thursday,Th,14,,Hearts and Minds Version III,Demo,--,--,--,Demo,--,2,Annex 6,"Poniske, John",--,,,,
7/26/18,Thursday,Th,14,,Memoir '44 Overlord: Operation Market Garden,Demo,--,--,--,Demo,--,4,Foggy Goggle Front,"Edelston, Sam",--,,,,
7/26/18,Thursday,Th,21,,The Fifth Column: Politcal Intrigue in the Spanish Civil War,Demo,--,--,--,Demo,--,2,Annex 7,"Tucker, Stuart",--,,,,
7/26/18,Thursday,Th,14,,Gathering Storm,Demo,--,--,--,Demo,--,6,Festival,"Harper, Laura",--,,,,
7/27/18,Friday,Fr,10,,Blood on the Ohio,Demo,--,--,--,Demo,--,2,Annex 6,"Poniske, John",--,,,,
7/27/18,Friday,Fr,21,,The Fifth Column: Politcal Intrigue in the Spanish Civil War,Demo,--,--,--,Demo,--,2,Annex 7,"Tucker, Stuart",--,,,,
7/27/18,Friday,Fr,23,,Memoir '44 Overlord: Henderson Field,Demo,--,--,--,Demo,--,4,Foggy Goggle Front,"Edelston, Sam",--,,,,
7/28/18,Saturday,Sa,10,,Memoir '44 Overlord: Capture of Tobruk,Demo,--,--,--,Demo,--,4,Foggy Goggle Front,"Edelston, Sam",--,,,,
7/28/18,Saturday,Sa,10,,Plains Indian Wars,Demo,--,--,--,Demo,--,2,Annex 6,"Poniske, John",--,,,,
7/28/18,Saturday,Sa,14,,Memoir '44 Overlord: Tarawa,Demo,--,--,--,Demo,--,4,Foggy Goggle Front,"Edelston, Sam",--,,,,
7/28/18,Saturday,Sa,14,,Gathering Storm,Demo,--,--,--,Demo,--,6,Festival,"Harper, Laura",--,,,,
7/28/18,Saturday,Sa,20,,Giant Size Quartermaster General,Demo,--,--,--,Demo,--,3,Foggy Goggle Front,"Brody, Ian",--,,,,
7/28/18,Saturday,Sa,20,,Memoir '44 Overlord: Operation Lightfoot,Demo,--,--,--,Demo,--,4,Foggy Goggle Front,"Edelston, Sam",--,,,,
7/28/18,Saturday,Sa,21,,The Fifth Column: Politcal Intrigue in the Spanish Civil War,Demo,--,--,--,Demo,--,2,Annex 7,"Tucker, Stuart",--,,,,
7/29/18,Sunday,Su,9,,The Fifth Column: Politcal Intrigue in the Spanish Civil War,Demo,--,--,--,Demo,--,2,Annex 7,"Tucker, Stuart",--,,,,
7/23/18,Monday,Mo,9,,Augustus Juniors,Juniors,--,1,C,Jr SE,--,2,Hemlock,Open,--,,,,
7/23/18,Monday,Mo,11,,Settlers of Catan Juniors,Juniors,--,1,C,Jr SE,--,2,Hemlock,"Laird, Janice",--,,,,
7/23/18,Monday,Mo,14,,Las Vegas Juniors,Juniors,--,1,C,Jr SE,--,2,Hemlock,"Coussis, Leslie",--,,,,
7/23/18,Monday,Mo,18,,King of Tokyo Juniors,Juniors,--,1,C,Jr SE,--,2,Hemlock,"Coussis, John",--,,,,
7/24/18,Tuesday,Tu,9,,Metacheckers Juniors,Juniors,--,1,C,Jr SE,--,2,Hemlock,"Bond, Ed",--,,,,
7/24/18,Tuesday,Tu,11,,Sushi Go! Juniors,Juniors,--,1,C,Jr SE,--,2,Hemlock,"Saccenti, Scott",--,,,,
7/24/18,Tuesday,Tu,16,,Wits & Wagers Family Juniors,Juniors,--,1,C,Jr SE,--,2,Fox Den,"Freeman, Eric",--,,,,
7/24/18,Tuesday,Tu,19,,Facts in Five Family Juniors,Juniors,--,1,C,Jr SE,--,2,Snowflake,"Drummond, Andrew",--,,,,
7/25/18,Wednesday,We,9,,Ingenious Juniors,Juniors,--,1,C,Jr SE,--,2,Hemlock,Open,--,,,,
7/25/18,Wednesday,We,11,,Love Letter Juniors,Juniors,--,1,C,Jr SE,--,2,Hemlock,Open,--,,,,
7/25/18,Wednesday,We,14,,Guillotine Juniors,Juniors,--,1,C,Jr SE,--,2,Hemlock,"Stakenas, Ray",--,,,,
7/25/18,Wednesday,We,18,,Alhambra Juniors,Juniors,--,1,C,Jr SE,--,2,Hemlock,Open,--,,,,
7/26/18,Thursday,Th,9,,Lost Cities Juniors,Juniors,--,1,C,Jr SE,--,2,Hemlock,"Byrd, Megan",--,,,,
7/26/18,Thursday,Th,11,,Ticket to Ride Juniors,Juniors,--,1,C,Jr SE,--,2,Hemlock,"Wojtaszczyk, Laurie",--,,,,
7/26/18,Thursday,Th,14,,The Downfall of Pompeii Juniors,Juniors,--,1,C,Jr SE,--,2,Hemlock,"Sosa, Michael",--,,,,
7/26/18,Thursday,Th,18,,Incan Gold Juniors,Juniors,--,1,C,Jr SE,--,2,Hemlock,Open,--,,,,
7/27/18,Friday,Fr,9,,Blokus Juniors,Juniors,--,1,C,Jr SE,--,2,Hemlock,"Boroh-Kahn, Daniel",--,,,,
7/27/18,Friday,Fr,11,,Splendor Juniors,Juniors,--,1,C,Jr SE,--,2,Hemlock,"Drummond, Andrew",--,,,,
7/27/18,Friday,Fr,14,,Carcassonne Juniors,Juniors,--,1,C,Jr SE,--,2,Hemlock,"Shipley, Rich",--,,,,
7/27/18,Friday,Fr,18,,Transamerica Juniors,Juniors,--,1,C,Jr SE,--,2,Hemlock,"Shipley, Crystal",--,,,,
7/28/18,Saturday,Sa,9,,Open Juniors,Juniors,--,1,C,Jr SE,--,2,Hemlock,Open,--,,,,
7/28/18,Saturday,Sa,11,,Can't Stop Juniors,Juniors,--,1,C,Jr SE,--,2,Hemlock,Open,--,,,,
7/28/18,Saturday,Sa,14,,Open Juniors,Juniors,--,1,C,Jr SE,--,2,Hemlock,Open,--,,,,
7/28/18,Saturday,Sa,19,,Slapshot Juniors,Juniors,--,1,C,Jr SE,--,2,Hemlock,"Yoshikawa, Mark",--,,,,
7/23/18,Monday,Mo,12,,Auction/Auction Store Check-in,Auction,--,--,--,--,--,10,Grand Ballroom,"Gutermuth, Ken",--,,,,
7/24/18,Tuesday,Tu,9,,Auction/Auction Store,Auction,--,--,--,--,--,9,Grand Ballroom,"Gutermuth, Ken",--,,,,
7/24/18,Tuesday,Tu,15,,BPA Annual Meeting,Meeting,--,--,--,--,--,1,Grand Ballroom,"Lewis, Andy",--,,,,
7/27/18,Friday,Fr,21,,B-17 After Action Meeting,Meeting,--,--,--,--,--,3,Foggy Brews,"Yoshikawa, Mark",--,,,,
7/27/18,Friday,Fr,24,,Formal Dance/Karaoke,Meeting,--,--,--,--,--,3,Alpine,"Bender, Angela",--,,,,
7/29/18,Sunday,Su,8,,After Action Meeting,Meeting,--,--,--,--,--,1,Snowflake,"Gutermuth, Ken",--,,,,
7/21/18,First Saturday,FSa,9,,Open Gaming,Open Gaming,--,--,--,--,--,15,Exhibit Hall,"Levy, Keith",--,,,,
7/21/18,First Saturday,FSa,18,,Open Gaming Library Opens,Open Gaming,--,--,--,--,--,6,Exhibit Hall,"Levy, Keith",--,,,,
7/22/18,First Sunday,FSu,9,,Open Gaming,Open Gaming,--,--,--,--,--,15,Exhibit Hall,"Levy, Keith",--,,,,
7/22/18,First Sunday,FSu,9,,Open Gaming Library,Open Gaming,--,--,--,--,--,15,Exhibit Hall,"Levy, Keith",--,,,,
7/23/18,Monday,Mo,9,,Open Gaming,Open Gaming,--,--,--,--,--,15,Exhibit Hall,"Levy, Keith",--,,,,
7/23/18,Monday,Mo,9,,Open Gaming Library,Open Gaming,--,--,--,--,--,15,Exhibit Hall,"Levy, Keith",--,,,,
7/24/18,Tuesday,Tu,9,,Open Gaming,Open Gaming,--,--,--,--,--,15,Exhibit Hall,"Levy, Keith",--,,,,
7/24/18,Tuesday,Tu,9,,Open Gaming Library,Open Gaming,--,--,--,--,--,15,Exhibit Hall,"Levy, Keith",--,,,,
7/25/18,Wednesday,We,9,,Open Gaming,Open Gaming,--,--,--,--,--,15,Exhibit Hall,"Levy, Keith",--,,,,
7/25/18,Wednesday,We,9,,Open Gaming Library,Open Gaming,--,--,--,--,--,15,Exhibit Hall,"Levy, Keith",--,,,,
7/26/18,Thursday,Th,9,,Open Gaming,Open Gaming,--,--,--,--,--,15,Exhibit Hall,"Levy, Keith",--,,,,
7/26/18,Thursday,Th,9,,Open Gaming Library,Open Gaming,--,--,--,--,--,15,Exhibit Hall,"Levy, Keith",--,,,,
7/27/18,Friday,Fr,9,,Open Gaming,Open Gaming,--,--,--,--,--,15,Exhibit Hall,"Levy, Keith",--,,,,
7/27/18,Friday,Fr,9,,Open Gaming Library,Open Gaming,--,--,--,--,--,15,Exhibit Hall,"Levy, Keith",--,,,,
7/28/18,Saturday,Sa,9,,Open Gaming,Open Gaming,--,--,--,--,--,15,Exhibit Hall,"Levy, Keith",--,,,,
7/28/18,Saturday,Sa,9,,Open Gaming Library,Open Gaming,--,--,--,--,--,14,Exhibit Hall,"Levy, Keith",--,,,,
7/28/18,Saturday,Sa,23,,Open Gaming Library Closes,Open Gaming,--,--,--,--,--,--,Exhibit Hall,"Levy, Keith",--,,,,
7/29/18,Sunday,Su,9,,Open Gaming,Open Gaming,--,--,--,--,--,15,Exhibit Hall,"Levy, Keith",--,,,,
7/20/18,First Friday,FFr,19,,Registration,Registration,--,--,--,--,--,2,Stag Pass,"Gutermuth, Ken",--,,,,
7/21/18,First Saturday,FSa,8,,Registration,Registration,--,--,--,--,--,12,Stag Pass,"Gutermuth, Ken",--,,,,
7/22/18,First Sunday,FSu,8,,Registration,Registration,--,--,--,--,--,12,Stag Pass,"Gutermuth, Ken",--,,,,
7/23/18,Monday,Mo,8,,Registration,Registration,--,--,--,--,--,12,Stag Pass,"Gutermuth, Ken",--,,,,
