Boardgame Players Assocition,,,,,,,,,,,,,,,,,,,
2018 WBC Schedule,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Schedule by Game,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Date,Day,Day Code,Time,Event Code,Event,Type,Round/Heat,Prize Level,Class,Format,Style,Duration,Location,GM,Category,,,,
7/21/18,First Saturday,FSa,13,EXS,Exodus: Moses vs Pharoah,Tournament,R2/4,1,C,SE,Continuous,1,First Tracks Slopeside,"Day, Michael",Vendor,,,,
7/21/18,First Saturday,FSa,14,EXS,Exodus: Moses vs Pharoah,Tournament,R3/4,1,C,SE,Continuous,1,First Tracks Slopeside,"Day, Michael",Vendor,,,,
7/21/18,First Saturday,FSa,15,EXS,Exodus: Moses vs Pharoah,Tournament,F,1,C,SE,Continuous,1,First Tracks Slopeside,"Day, Michael",Vendor,,,,
7/28/18,Saturday,Sa,20,FI5,Facts in Five,Tournament,R1/1,5,C,SE,Scheduled,2,Grand Ballroom,"Corrado, John",Legacy,,,,
7/21/18,First Saturday,FSa,12,F_S,Falling Sky,Tournament,H1/2,1,A,HSW,Scheduled,4,First Tracks Poolside,"Tamburo, Joel",Sponsor,,,,
7/21/18,First Saturday,FSa,18,F_S,Falling Sky,Tournament,H2/2,1,A,HSW,Scheduled,4,First Tracks Poolside,"Tamburo, Joel",Sponsor,,,,
7/26/18,Thursday,Th,17,F_S,Falling Sky,Tournament,SF,1,A,HSW,Scheduled,4,First Tracks Slopeside,"Tamburo, Joel",Sponsor,,,,
7/28/18,Saturday,Sa,15,F_S,Falling Sky,Tournament,F,1,A,HSW,Scheduled,4,First Tracks Slopeside,"Tamburo, Joel",Sponsor,,,,
7/23/18,Monday,Mo,14,5TR,Five Tribes,Tournament,D1/2,--,--,--,--,1,Annex 2,"McKibbin, Michael",Trial,,,,
7/25/18,Wednesday,We,19,5TR,Five Tribes,Tournament,D2/2,--,--,--,--,1,Annex 5,"McKibbin, Michael",Trial,,,,
7/23/18,Monday,Mo,15,5TR,Five Tribes,Tournament,H1/2,1,B,HMWG,Scheduled,2,Seasons,"McKibbin, Michael",Trial,,,,
7/25/18,Wednesday,We,20,5TR,Five Tribes,Tournament,H2/2,1,B,HMWG,Scheduled,2,Seasons,"McKibbin, Michael",Trial,,,,
7/26/18,Thursday,Th,11,5TR,Five Tribes,Tournament,SF,1,B,HMWG,Scheduled,2,Seasons,"McKibbin, Michael",Trial,,,,
7/26/18,Thursday,Th,13,5TR,Five Tribes,Tournament,F,1,B,HMWG,Scheduled,2,Laurel,"McKibbin, Michael",Trial,,,,
7/25/18,Wednesday,We,17,FBS,Football Strategy,Tournament,D1/1,--,--,--,--,1,Annex 2,"Schoose, Bert",Legacy,,,,
7/22/18,First Sunday,FSu,16,FBS,Football Strategy,Tournament,H1/2,2,B,HMSE,Scheduled,2,Chestnut,"Schoose, Bert",Legacy,,,,
7/25/18,Wednesday,We,18,FBS,Football Strategy,Tournament,H2/2,2,B,HMSE,Scheduled,2,Chestnut,"Schoose, Bert",Legacy,,,,
7/28/18,Saturday,Sa,12,FBS,Football Strategy,Tournament,F,2,B,HMSE,Scheduled,2,Chestnut,"Schoose, Bert",Legacy,,,,
7/24/18,Tuesday,Tu,16,FTP,For the People,Tournament,D1/1,--,--,--,--,1,Annex 4,"Pei, James",Century,,,,
7/24/18,Tuesday,Tu,18,FTP,For the People,Tournament,R1M,4,B,SEM,Continuous,6,Foggy Goggle Rear,"Pei, James",Century,,,,
7/26/18,Thursday,Th,9,FTP,For the People,Tournament,R1/5,4,B,SEM,Continuous,6,Foggy Goggle Rear,"Pei, James",Century,,,,
7/26/18,Thursday,Th,15,FTP,For the People,Tournament,R2/5,4,B,SEM,Continuous,6,Foggy Goggle Rear,"Pei, James",Century,,,,
7/26/18,Thursday,Th,21,FTP,For the People,Tournament,R3/5,4,B,SEM,Continuous,6,Foggy Goggle Rear,"Pei, James",Century,,,,
7/27/18,Friday,Fr,9,FTP,For the People,Tournament,R4/5,4,B,SEM,Continuous,6,Foggy Goggle Rear,"Pei, James",Century,,,,
7/27/18,Friday,Fr,15,FTP,For the People,Tournament,F,4,B,SEM,Continuous,6,Foggy Goggle Rear,"Pei, James",Century,,,,
7/23/18,Monday,Mo,10,FDE,Formula De,Tournament,H1/3,3,C,HMWG,Scheduled,3,Foggy Goggle Front,"Caton, Carolyn",Century,,,,
7/24/18,Tuesday,Tu,18,FDE,Formula De,Tournament,H2/3,3,C,HMWG,Scheduled,3,Grand Ballroom,"Caton, Carolyn",Century,,,,
7/25/18,Wednesday,We,10,FDE,Formula De,Tournament,H3/3,3,C,HMWG,Scheduled,3,Grand Ballroom,"Caton, Carolyn",Century,,,,
7/26/18,Thursday,Th,10,FDE,Formula De,Tournament,F,3,C,HMWG,Scheduled,3,Laurel,"Caton, Carolyn",Century,,,,
7/25/18,Wednesday,We,14,FMR,Formula Motor Racing,Tournament,D1/1,--,--,--,--,1,Annex 1,"LeFevre, Chris",Century,,,,
7/24/18,Tuesday,Tu,20,FMR,Formula Motor Racing,Tournament,H1/3,3,B,HMW,Scheduled,2,Grand Ballroom,"LeFevre, Chris",Century,,,,
7/25/18,Wednesday,We,16,FMR,Formula Motor Racing,Tournament,H2/3,3,B,HMW,Scheduled,2,Grand Ballroom,"LeFevre, Chris",Century,,,,
7/26/18,Thursday,Th,10,FMR,Formula Motor Racing,Tournament,H3/3,3,B,HMW,Scheduled,2,Grand Ballroom,"LeFevre, Chris",Century,,,,
7/26/18,Thursday,Th,12,FMR,Formula Motor Racing,Tournament,SF,3,B,HMW,Scheduled,2,Grand Ballroom,"LeFevre, Chris",Century,,,,
7/26/18,Thursday,Th,14,FMR,Formula Motor Racing,Tournament,F,3,B,HMW,Scheduled,2,Laurel,"LeFevre, Chris",Century,,,,
7/23/18,Monday,Mo,17,GXT,Galaxy Trucker,Tournament,D1/1,--,--,--,--,1,Annex 5,"Finberg, David",Sponsor,,,,
7/23/18,Monday,Mo,20,GXT,Galaxy Trucker,Tournament,H1/3,1,B,HMWG,Scheduled,2,First Tracks Center,"Finberg, David",Sponsor,,,,
7/25/18,Wednesday,We,18,GXT,Galaxy Trucker,Tournament,H2/3,1,B,HMWG,Scheduled,2,Foggy Goggle Front,"Finberg, David",Sponsor,,,,
7/25/18,Wednesday,We,20,GXT,Galaxy Trucker,Tournament,H3/3,1,B,HMWG,Scheduled,2,Foggy Goggle Front,"Finberg, David",Sponsor,,,,
7/27/18,Friday,Fr,20,GXT,Galaxy Trucker,Tournament,SF,1,B,HMWG,Scheduled,2,First Tracks Center,"Finberg, David",Sponsor,,,,
7/28/18,Saturday,Sa,20,GXT,Galaxy Trucker,Tournament,F,1,B,HMWG,Scheduled,2,First Tracks Center,"Finberg, David",Sponsor,,,,
7/24/18,Tuesday,Tu,9,GBG,Gettysburg,Tournament,D1/1,--,--,--,--,1,Annex 1,"Menzel, Ed",Century,,,,
7/21/18,First Saturday,FSa,9,GBG,Gettysburg,Tournament,R1/1,4,B,SwEl,Free Form,4,Festival,"Menzel, Ed",Century,,,,
7/28/18,Saturday,Sa,9,GBG,Gettysburg,Tournament,SF,4,B,SwEl,Free Form,4,Festival,"Menzel, Ed",Century,,,,
7/28/18,Saturday,Sa,14,GBG,Gettysburg,Tournament,F,4,B,SwEl,Free Form,4,Festival,"Menzel, Ed",Century,,,,
7/25/18,Wednesday,We,9,GCA,Great Campaigns of the ACW,Tournament,D1/1,--,--,--,--,1,Annex 5,"Cross, David",Vendor,,,,
7/25/18,Wednesday,We,11,GCA,Great Campaigns of the ACW,Tournament,R1/3,1,B,SwEl,Continuous,3,Festival,"Cross, David",Vendor,,,,
7/25/18,Wednesday,We,14,GCA,Great Campaigns of the ACW,Tournament,R2/3,1,B,SwEl,Continuous,3,Festival,"Cross, David",Vendor,,,,
7/25/18,Wednesday,We,17,GCA,Great Campaigns of the ACW,Tournament,R3/3,1,B,SwEl,Continuous,3,Festival,"Cross, David",Vendor,,,,
7/26/18,Thursday,Th,9,GCA,Great Campaigns of the ACW,Tournament,QF,1,B,SwEl,Continuous,3,Festival,"Cross, David",Vendor,,,,
7/26/18,Thursday,Th,13,GCA,Great Campaigns of the ACW,Tournament,SF,1,B,SwEl,Continuous,3,Festival,"Cross, David",Vendor,,,,
7/27/18,Friday,Fr,9,GCA,Great Campaigns of the ACW,Tournament,F,1,B,SwEl,Continuous,3,Festival,"Cross, David",Vendor,,,,
7/21/18,First Saturday,FSa,18,GWT,Great Western Trail,Tournament,D1/1,--,--,--,--,1,Annex 2,"Saccenti, Scott",Trial,,,,
7/22/18,First Sunday,FSu,9,GWT,Great Western Trail,Tournament,H1/3,1,B,HMWG,Scheduled,3,Seasons,"Saccenti, Scott",Trial,,,,
7/25/18,Wednesday,We,15,GWT,Great Western Trail,Tournament,H2/3,1,B,HMWG,Scheduled,3,Grand Ballroom,"Saccenti, Scott",Trial,,,,
7/27/18,Friday,Fr,22,GWT,Great Western Trail,Tournament,H3/3,1,B,HMWG,Scheduled,3,Wintergreen,"Saccenti, Scott",Trial,,,,
7/28/18,Saturday,Sa,17,GWT,Great Western Trail,Tournament,SF,1,B,HMWG,Scheduled,3,Seasons,"Saccenti, Scott",Trial,,,,
7/28/18,Saturday,Sa,20,GWT,Great Western Trail,Tournament,F,1,B,HMWG,Scheduled,3,Laurel,"Saccenti, Scott",Trial,,,,
7/21/18,First Saturday,FSa,14,HRC,Hannibal: Rome vs Carthage,Tournament,R1/5,6,A,SW,Continuous,5,Maple,"Tucker, Stuart",Century,,,,
7/21/18,First Saturday,FSa,19,HRC,Hannibal: Rome vs Carthage,Tournament,R2/5,6,A,SW,Continuous,5,Maple,"Tucker, Stuart",Century,,,,
7/22/18,First Sunday,FSu,9,HRC,Hannibal: Rome vs Carthage,Tournament,R3/5,6,A,SW,Continuous,5,Maple,"Tucker, Stuart",Century,,,,
7/22/18,First Sunday,FSu,14,HRC,Hannibal: Rome vs Carthage,Tournament,R4/5,6,A,SW,Continuous,5,Maple,"Tucker, Stuart",Century,,,,
7/22/18,First Sunday,FSu,19,HRC,Hannibal: Rome vs Carthage,Tournament,R5/5,6,A,SW,Continuous,5,Maple,"Tucker, Stuart",Century,,,,
7/24/18,Tuesday,Tu,18,HIS,Here I Stand,Tournament,D1/1,--,--,--,--,1,Annex 7,"Rice, Justin",Century,,,,
7/24/18,Tuesday,Tu,19,HIS,Here I Stand,Tournament,H1/2,6,B,HMW,Scheduled,6,Rathskeller,"Rice, Justin",Century,,,,
7/26/18,Thursday,Th,19,HIS,Here I Stand,Tournament,H2/2,6,B,HMW,Scheduled,6,Rathskeller,"Rice, Justin",Century,,,,
7/27/18,Friday,Fr,9,HIS,Here I Stand,Tournament,SF,6,B,HMW,Scheduled,6,Rathskeller,"Rice, Justin",Century,,,,
7/28/18,Saturday,Sa,9,HIS,Here I Stand,Tournament,F,6,B,HMW,Scheduled,10,Rathskeller,"Rice, Justin",Century,,,,
7/25/18,Wednesday,We,10,HWD,History of the World,Tournament,D1/1,--,--,--,--,1,Annex 5,"Hansen, Ty",Century,,,,
7/23/18,Monday,Mo,18,HWD,History of the World,Tournament,H1/2,5,B,HMWG,Scheduled,6,Rathskeller,"Hansen, Ty",Century,,,,
7/25/18,Wednesday,We,18,HWD,History of the World,Tournament,H2/2,5,B,HMWG,Scheduled,6,Rathskeller,"Hansen, Ty",Century,,,,
7/26/18,Thursday,Th,18,HWD,History of the World,Tournament,SF,5,B,HMWG,Scheduled,6,Rathskeller,"Hansen, Ty",Century,,,,
7/28/18,Saturday,Sa,15,HWD,History of the World,Tournament,F,5,B,HMWG,Scheduled,6,Rathskeller,"Hansen, Ty",Century,,,,
7/24/18,Tuesday,Tu,17,ING,Ingenious,Tournament,D1/1,--,--,--,--,1,Annex 6,"McNay, Ewan",Century,,,,
7/23/18,Monday,Mo,23,ING,Ingenious,Tournament,H1/3,3,B,HMWG,Scheduled,1,Fox Den,"McNay, Ewan",Century,,,,
7/25/18,Wednesday,We,22,ING,Ingenious,Tournament,H2/3,3,B,HMWG,Scheduled,1,Seasons,"McNay, Ewan",Century,,,,
7/26/18,Thursday,Th,23,ING,Ingenious,Tournament,H3/3,3,B,HMWG,Scheduled,1,Seasons,"McNay, Ewan",Century,,,,
7/28/18,Saturday,Sa,23,ING,Ingenious,Tournament,SF,3,B,HMWG,Scheduled,1,Wintergreen,"McNay, Ewan",Century,,,,
7/29/18,Sunday,Su,9,ING,Ingenious,Tournament,F,3,B,HMWG,Scheduled,1,Wintergreen,"McNay, Ewan",Century,,,,
7/23/18,Monday,Mo,9,IOV,Innovation,Tournament,D1/1,--,--,--,--,1,Annex 2,"Effinger, Rob",Trial,,,,
7/23/18,Monday,Mo,10,IOV,Innovation,Tournament,R1/5,1,B,SwEl,Continuous,1,Fox Den,"Effinger, Rob",Trial,,,,
7/23/18,Monday,Mo,11,IOV,Innovation,Tournament,R2/5,1,B,SwEl,Continuous,1,Fox Den,"Effinger, Rob",Trial,,,,
7/23/18,Monday,Mo,12,IOV,Innovation,Tournament,R3/5,1,B,SwEl,Continuous,1,Fox Den,"Effinger, Rob",Trial,,,,
7/23/18,Monday,Mo,13,IOV,Innovation,Tournament,R4/5,1,B,SwEl,Continuous,1,Fox Den,"Effinger, Rob",Trial,,,,
7/23/18,Monday,Mo,14,IOV,Innovation,Tournament,R5/5,1,B,SwEl,Continuous,1,Fox Den,"Effinger, Rob",Trial,,,,
7/23/18,Monday,Mo,15,IOV,Innovation,Tournament,SF,1,B,SwEl,Continuous,1,Fox Den,"Effinger, Rob",Trial,,,,
7/23/18,Monday,Mo,16,IOV,Innovation,Tournament,F,1,B,SwEl,Continuous,1,Fox Den,"Effinger, Rob",Trial,,,,
7/24/18,Tuesday,Tu,20,IVH,Ivanhoe,Tournament,D1/3,--,--,--,--,1,Annex 3,"Kilroy, Ashley",Century,,,,
7/25/18,Wednesday,We,20,IVH,Ivanhoe,Tournament,D2/3,--,--,--,--,1,Annex 3,"Kilroy, Ashley",Century,,,,
7/26/18,Thursday,Th,11,IVH,Ivanhoe,Tournament,D3/3,--,--,--,--,1,Annex 3,"Kilroy, Ashley",Century,,,,
7/24/18,Tuesday,Tu,23,IVH,Ivanhoe,Tournament,H1/3,3,B,HMWG,Scheduled,2,Grand Ballroom,"Kilroy, Ashley",Century,,,,
7/25/18,Wednesday,We,21,IVH,Ivanhoe,Tournament,H2/3,3,B,HMWG,Scheduled,2,Grand Ballroom,"Kilroy, Ashley",Century,,,,
7/26/18,Thursday,Th,23,IVH,Ivanhoe,Tournament,H3/3,3,B,HMWG,Scheduled,2,Grand Ballroom,"Kilroy, Ashley",Century,,,,
7/27/18,Friday,Fr,21,IVH,Ivanhoe,Tournament,SF,3,B,HMWG,Scheduled,2,Grand Ballroom,"Kilroy, Ashley",Century,,,,
7/27/18,Friday,Fr,23,IVH,Ivanhoe,Tournament,F,3,B,HMWG,Scheduled,2,Laurel,"Kilroy, Ashley",Century,,,,
7/25/18,Wednesday,We,18,KPR,Kaiser's Pirates,Tournament,D1/1,--,--,--,--,1,Annex 1,"Beckman, Bill",Vendor,,,,
7/27/18,Friday,Fr,13,KPR,Kaiser's Pirates,Tournament,H1/3,1,B,HMWG,Scheduled,3,First Tracks Center,"Beckman, Bill",Vendor,,,,
7/27/18,Friday,Fr,16,KPR,Kaiser's Pirates,Tournament,H2/3,1,B,HMWG,Scheduled,3,First Tracks Center,"Beckman, Bill",Vendor,,,,
7/28/18,Saturday,Sa,10,KPR,Kaiser's Pirates,Tournament,H3/3,1,B,HMWG,Scheduled,3,First Tracks Center,"Beckman, Bill",Vendor,,,,
7/28/18,Saturday,Sa,13,KPR,Kaiser's Pirates,Tournament,SF,1,B,HMWG,Scheduled,3,First Tracks Center,"Beckman, Bill",Vendor,,,,
7/28/18,Saturday,Sa,16,KPR,Kaiser's Pirates,Tournament,F,1,B,HMWG,Scheduled,3,First Tracks Center,"Beckman, Bill",Vendor,,,,
7/24/18,Tuesday,Tu,22,KOT,King of Tokyo,Tournament,D1/1,--,--,--,--,1,Annex 1,"Coussis, John",Century,,,,
7/24/18,Tuesday,Tu,23,KOT,King of Tokyo,Tournament,R1/3,2,B,SE,Late Night,1,Grand Ballroom,"Coussis, John",Century,,,,
7/24/18,Tuesday,Tu,24,KOT,King of Tokyo,Tournament,R2/3,2,B,SE,Late Night,1,Grand Ballroom,"Coussis, John",Century,,,,
7/25/18,Wednesday,We,1,KOT,King of Tokyo,Tournament,F,2,B,SE,Late Night,1,Grand Ballroom,"Coussis, John",Century,,,,
7/25/18,Wednesday,We,15,KRM,Kremlin,Tournament,D1/1,--,--,--,--,1,Annex 3,"Cuccaro, Steve",Legacy,,,,
7/23/18,Monday,Mo,9,KRM,Kremlin,Tournament,H1/4,3,B,HMWG,Scheduled,3,Alpine,"Cuccaro, Steve",Legacy,,,,
7/24/18,Tuesday,Tu,21,KRM,Kremlin,Tournament,H2/4,3,B,HMWG,Scheduled,3,Alpine,"Cuccaro, Steve",Legacy,,,,
7/25/18,Wednesday,We,16,KRM,Kremlin,Tournament,H3/4,3,B,HMWG,Scheduled,3,Grand Ballroom,"Cuccaro, Steve",Legacy,,,,
7/26/18,Thursday,Th,12,KRM,Kremlin,Tournament,H4/4,3,B,HMWG,Scheduled,3,Grand Ballroom,"Cuccaro, Steve",Legacy,,,,
7/27/18,Friday,Fr,18,KRM,Kremlin,Tournament,F,3,B,HMWG,Scheduled,3,Laurel,"Cuccaro, Steve",Legacy,,,,
7/21/18,First Saturday,FSa,20,LAB,Labyrinth,Tournament,D1/1,--,--,--,--,1,Annex 3,"Aslett, Stephen",Vendor,,,,
7/21/18,First Saturday,FSa,21,LAB,Labyrinth,Tournament,R1M,1,B,SEM,Continuous,2,First Tracks Slopeside,"Aslett, Stephen",Vendor,,,,
7/22/18,First Sunday,FSu,10,LAB,Labyrinth,Tournament,R1/4,1,B,SEM,Continuous,2,First Tracks Slopeside,"Aslett, Stephen",Vendor,,,,
7/22/18,First Sunday,FSu,12,LAB,Labyrinth,Tournament,R2/4,1,B,SEM,Continuous,2,First Tracks Slopeside,"Aslett, Stephen",Vendor,,,,
7/22/18,First Sunday,FSu,14,LAB,Labyrinth,Tournament,R3/4,1,B,SEM,Continuous,2,First Tracks Slopeside,"Aslett, Stephen",Vendor,,,,
7/22/18,First Sunday,FSu,16,LAB,Labyrinth,Tournament,F,1,B,SEM,Continuous,2,First Tracks Slopeside,"Aslett, Stephen",Vendor,,,,
7/21/18,First Saturday,FSa,23,LAS,Las Vegas,Tournament,R1/3,2,C,SE,Late Night,1,Grand Ballroom,"Hurd, Adam",Century,,,,
7/21/18,First Saturday,FSa,24,LAS,Las Vegas,Tournament,R2/3,2,C,SE,Late Night,1,Grand Ballroom,"Hurd, Adam",Century,,,,
7/22/18,First Sunday,FSu,1,LAS,Las Vegas,Tournament,F,2,C,SE,Late Night,1,Grand Ballroom,"Hurd, Adam",Century,,,,
7/22/18,First Sunday,FSu,18,LLM,Leaping Lemmings,Tournament,R1/4,1,C,SwEl,Scheduled,2,Wintergreen,"Powers, Bill",Vendor,,,,
7/23/18,Monday,Mo,9,LLM,Leaping Lemmings,Tournament,R2/4,1,C,SwEl,Scheduled,2,Seasons,"Powers, Bill",Vendor,,,,
7/23/18,Monday,Mo,20,LLM,Leaping Lemmings,Tournament,R3/4,1,C,SwEl,Scheduled,2,Seasons,"Powers, Bill",Vendor,,,,
7/24/18,Tuesday,Tu,20,LLM,Leaping Lemmings,Tournament,R4/4,1,C,SwEl,Scheduled,2,Seasons,"Powers, Bill",Vendor,,,,
7/25/18,Wednesday,We,10,LLM,Leaping Lemmings,Tournament,SF,1,C,SwEl,Scheduled,2,Wintergreen,"Powers, Bill",Vendor,,,,
7/25/18,Wednesday,We,12,LLM,Leaping Lemmings,Tournament,F,1,C,SwEl,Scheduled,2,Director's One,"Powers, Bill",Vendor,,,,
7/27/18,Friday,Fr,23,LID,Liar's Dice,Tournament,R1/3,4,C,SE,Late Night,1,Grand Ballroom,"Reiff, Nicole",Century,,,,
7/27/18,Friday,Fr,24,LID,Liar's Dice,Tournament,R2/3,4,C,SE,Late Night,1,Grand Ballroom,"Reiff, Nicole",Century,,,,
7/28/18,Saturday,Sa,1,LID,Liar's Dice,Tournament,F,4,C,SE,Late Night,1,Grand Ballroom,"Reiff, Nicole",Century,,,,
7/24/18,Tuesday,Tu,17,LWD,Lords of Waterdeep,Tournament,D1/1,--,--,--,--,1,Annex 5,"St. Pierre, Robert",Century,,,,
7/24/18,Tuesday,Tu,22,LWD,Lords of Waterdeep,Tournament,H1/3,4,B,HMWG,Scheduled,2,Foggy Goggle Front,"St. Pierre, Robert",Century,,,,
7/25/18,Wednesday,We,18,LWD,Lords of Waterdeep,Tournament,H2/3,4,B,HMWG,Scheduled,2,Seasons,"St. Pierre, Robert",Century,,,,
7/26/18,Thursday,Th,17,LWD,Lords of Waterdeep,Tournament,H3/3,4,B,HMWG,Scheduled,2,Seasons,"St. Pierre, Robert",Century,,,,
7/27/18,Friday,Fr,20,LWD,Lords of Waterdeep,Tournament,SF,4,B,HMWG,Scheduled,2,Wintergreen,"St. Pierre, Robert",Century,,,,
7/27/18,Friday,Fr,22,LWD,Lords of Waterdeep,Tournament,F,4,B,HMWG,Scheduled,2,Laurel,"St. Pierre, Robert",Century,,,,
7/27/18,Friday,Fr,9,LST,Lost Cities,Tournament,H1/4,3,A,HMW,Scheduled,1,First Tracks Poolside,"Pettis, Roy",Century,,,,
7/27/18,Friday,Fr,22,LST,Lost Cities,Tournament,H2/4,3,A,HMW,Scheduled,1,Seasons,"Pettis, Roy",Century,,,,
7/28/18,Saturday,Sa,17,LST,Lost Cities,Tournament,H3/4,3,A,HMW,Scheduled,1,Seasons,"Pettis, Roy",Century,,,,
7/28/18,Saturday,Sa,18,LST,Lost Cities,Tournament,H4/4,3,A,HMW,Scheduled,1,Seasons,"Pettis, Roy",Century,,,,
7/28/18,Saturday,Sa,19,LST,Lost Cities,Tournament,QF,3,A,HMW,Scheduled,1,Seasons,"Pettis, Roy",Century,,,,
7/28/18,Saturday,Sa,20,LST,Lost Cities,Tournament,SF,3,A,HMW,Scheduled,1,Seasons,"Pettis, Roy",Century,,,,
7/28/18,Saturday,Sa,21,LST,Lost Cities,Tournament,F,3,A,HMW,Scheduled,1,Seasons,"Pettis, Roy",Century,,,,
7/24/18,Tuesday,Tu,9,L_L,Love Letter,Tournament,D1/1,--,--,--,--,1,Annex 4,"Saccenti, Antony",Trial,,,,
7/26/18,Thursday,Th,9,L_L,Love Letter,Tournament,R1/4,1,B,SE,Continuous,1,Grand Ballroom,"Saccenti, Antony",Trial,,,,
7/26/18,Thursday,Th,10,L_L,Love Letter,Tournament,R2/4,1,B,SE,Continuous,1,Grand Ballroom,"Saccenti, Antony",Trial,,,,
7/26/18,Thursday,Th,11,L_L,Love Letter,Tournament,R3/4,1,B,SE,Continuous,1,Grand Ballroom,"Saccenti, Antony",Trial,,,,
7/26/18,Thursday,Th,12,L_L,Love Letter,Tournament,F,1,B,SE,Continuous,1,Grand Ballroom,"Saccenti, Antony",Trial,,,,
7/21/18,First Saturday,FSa,19,MGW,Mage Wars Arena - Apprentice Rules,Tournament,D1/6,--,--,--,--,1,Annex 4,"Cannon, Tom",Sponsor,,,,
7/22/18,First Sunday,FSu,13,MGW,Mage Wars Arena - Apprentice Rules,Tournament,D2/6,--,--,--,--,1,Annex 3,"Cannon, Tom",Sponsor,,,,
7/23/18,Monday,Mo,13,MGW,Mage Wars Arena - Apprentice Rules,Tournament,D3/6,--,--,--,--,1,Annex 6,"Cannon, Tom",Sponsor,,,,
7/26/18,Thursday,Th,17,MGW,Mage Wars Arena - Advanced Rules,Tournament,D4/6,--,--,--,--,1,Annex 6,"Cannon, Tom",Sponsor,,,,
7/27/18,Friday,Fr,10,MGW,Mage Wars Arena - Advanced Rules,Tournament,D5/6,--,--,--,--,1,Annex 1,"Cannon, Tom",Sponsor,,,,
7/27/18,Friday,Fr,16,MGW,Mage Wars Arena - Advanced Rules,Tournament,D6/6,--,--,--,--,1,Annex 5,"Cannon, Tom",Sponsor,,,,
7/26/18,Thursday,Th,10,MGW,Mage Wars Arena,Tournament,R1/5,1,B,SW,Scheduled,2,Seasons,"Cannon, Tom",Sponsor,,,,
7/26/18,Thursday,Th,13,MGW,Mage Wars Arena,Tournament,R2/5,1,B,SW,Scheduled,2,Seasons,"Cannon, Tom",Sponsor,,,,
7/28/18,Saturday,Sa,9,MGW,Mage Wars Arena,Tournament,R3/5,1,B,SW,Scheduled,2,Seasons,"Cannon, Tom",Sponsor,,,,
7/28/18,Saturday,Sa,12,MGW,Mage Wars Arena,Tournament,R4/5,1,B,SW,Scheduled,2,Seasons,"Cannon, Tom",Sponsor,,,,
7/28/18,Saturday,Sa,14,MGW,Mage Wars Arena,Tournament,R5/5,1,B,SW,Scheduled,2,Seasons,"Cannon, Tom",Sponsor,,,,
7/23/18,Monday,Mo,13,MAN,Manoeuvre,Tournament,R1/1,1,A,SwEl,Continuous,4,Festival,"Lewis, Andy",Vendor,,,,
7/23/18,Monday,Mo,16,MAN,Manoeuvre,Tournament,QF,1,A,SwEl,Continuous,1,Festival,"Lewis, Andy",Vendor,,,,
7/23/18,Monday,Mo,17,MAN,Manoeuvre,Tournament,SF,1,A,SwEl,Continuous,1,Festival,"Lewis, Andy",Vendor,,,,
7/23/18,Monday,Mo,18,MAN,Manoeuvre,Tournament,F,1,A,SwEl,Continuous,1,Festival,"Lewis, Andy",Vendor,,,,
7/24/18,Tuesday,Tu,18,MMS,March Madness,Tournament,D1/1,--,--,--,--,1,Annex 1,"Coleman, Terry",Legacy,,,,
7/23/18,Monday,Mo,19,MMS,March Madness,Tournament,H1/4,2,B,HMSE,Scheduled,5,Chestnut,"Coleman, Terry",Legacy,,,,
7/24/18,Tuesday,Tu,19,MMS,March Madness,Tournament,H2/4,2,B,HMSE,Scheduled,5,Chestnut,"Coleman, Terry",Legacy,,,,
7/27/18,Friday,Fr,9,MMS,March Madness,Tournament,H3/4,2,B,HMSE,Scheduled,5,Chestnut,"Coleman, Terry",Legacy,,,,
7/27/18,Friday,Fr,18,MMS,March Madness,Tournament,H4/4,2,B,HMSE,Scheduled,5,Chestnut,"Coleman, Terry",Legacy,,,,
7/29/18,Sunday,Su,9,MMS,March Madness,Tournament,SF,2,B,HMSE,Scheduled,1,Wintergreen,"Coleman, Terry",Legacy,,,,
7/29/18,Sunday,Su,10,MMS,March Madness,Tournament,F,2,B,HMSE,Scheduled,1,Wintergreen,"Coleman, Terry",Legacy,,,,
7/27/18,Friday,Fr,13,MBT,MBT,Tournament,D1/1,--,--,--,--,2,Annex 4,"Schoenen, Rob",Sponsor,,,,
7/27/18,Friday,Fr,16,MBT,MBT,Tournament,R1/3,1,B,SwEl,Continuous,3,Festival,"Schoenen, Rob",Sponsor,,,,
7/27/18,Friday,Fr,19,MBT,MBT,Tournament,R2/3,1,B,SwEl,Continuous,3,Festival,"Schoenen, Rob",Sponsor,,,,
7/28/18,Saturday,Sa,9,MBT,MBT,Tournament,R3/3,1,B,SwEl,Continuous,3,Festival,"Schoenen, Rob",Sponsor,,,,
7/28/18,Saturday,Sa,13,MBT,MBT,Tournament,SF,1,B,SwEl,Continuous,3,Festival,"Schoenen, Rob",Sponsor,,,,
7/28/18,Saturday,Sa,17,MBT,MBT,Tournament,F,1,B,SwEl,Continuous,3,Festival,"Schoenen, Rob",Sponsor,,,,
7/21/18,First Saturday,FSa,19,MED,Medici,Tournament,D1/1,--,--,--,--,1,Annex 3,"Cornett, Jeff",Century,,,,
